Row ID,Row Name,Attack Element Correct ID
1060500,Celebrant's Flame Art Sickle,10000
1060600,Celebrant's Lightning Sickle,10000
1060700,Celebrant's Sacred Sickle,10000
1060800,Celebrant's Magic Sickle,10000
1060900,Celebrant's Cold Sickle,10000
1061000,Celebrant's Poison Sickle,10013
1061100,Celebrant's Blood Sickle,10013
1061200,Celebrant's Occult Sickle,10013
1070000,Glintstone Kris,10000
1080000,Scorpion's Stinger,10000
1090000,Great Knife,10000
1090100,Heavy Great Knife,10000
1090200,Keen Great Knife,10000
1090300,Quality Great Knife,10000
1090400,Fire Great Knife,10005
1090500,Flame Art Great Knife,10000
1090600,Lightning Great Knife,10000
1090700,Sacred Great Knife,10000
1090800,Magic Great Knife,10000
1090900,Cold Great Knife,10000
1091000,Poison Great Knife,10013
1091100,Blood Great Knife,10013
1091200,Occult Great Knife,10013
1100000,Wakizashi,10000
1100100,Heavy Wakizashi,10000
1100200,Keen Wakizashi,10000
1100300,Quality Wakizashi,10000
1100400,Fire Wakizashi,10005
1100500,Flame Art Wakizashi,10000
1100600,Lightning Wakizashi,10000
1100700,Sacred Wakizashi,10000
1100800,Magic Wakizashi,10000
1100900,Cold Wakizashi,10000
1101000,Poison Wakizashi,10013
1101100,Blood Wakizashi,10013
1101200,Occult Wakizashi,10013
1110000,Cinquedea,10000
1130000,Ivory Sickle,10000
1140000,Bloodstained Dagger,10000
1140100,Heavy Bloodstained Dagger,10000
1140200,Keen Bloodstained Dagger,10000
1140300,Quality Bloodstained Dagger,10000
1140400,Fire Bloodstained Dagger,10005
1140500,Flame Art Bloodstained Dagger,10000
1140600,Lightning Bloodstained Dagger,10000
1140700,Sacred Bloodstained Dagger,10000
1140800,Magic Bloodstained Dagger,10000
1140900,Cold Bloodstained Dagger,10000
1141000,Poison Bloodstained Dagger,10013
1141100,Blood Bloodstained Dagger,10013
1141200,Occult Bloodstained Dagger,10013
1150000,Erdsteel Dagger,12000
1150100,Heavy Erdsteel Dagger,12000
1150200,Keen Erdsteel Dagger,12000
1150300,Quality Erdsteel Dagger,12000
1150400,Fire Erdsteel Dagger,12005
1150500,Flame Art Erdsteel Dagger,12000
1150600,Lightning Erdsteel Dagger,12000
1150700,Sacred Erdsteel Dagger,12000
1150800,Magic Erdsteel Dagger,12000
1150900,Cold Erdsteel Dagger,12000
1151000,Poison Erdsteel Dagger,12005
1151100,Blood Erdsteel Dagger,12005
1151200,Occult Erdsteel Dagger,12005
1160000,Blade of Calling,10000
1190000,,10000
1910000,,10000
2000000,Longsword,10000
2000100,Heavy Longsword,10000
2000200,Keen Longsword,10000
2000300,Quality Longsword,10000
2000400,Fire Longsword,10005
2000500,Flame Art Longsword,10000
2000600,Lightning Longsword,10000
2000700,Sacred Longsword,10000
2000800,Magic Longsword,10000
2000900,Cold Longsword,10000
2001000,Poison Longsword,10013
2001100,Bloody Longsword,10013
2001200,Occult Longsword,10013
2010000,Short Sword,10000
2010100,Heavy Short Sword,10000
2010200,Keen Short Sword,10000
2010300,Quality Short Sword,10000
2010400,Fire Short Sword,10005
2010500,Flame Art Short Sword,10000
2010600,Lightning Short Sword,10000
2010700,Sacred Short Sword,10000
2010800,Magic Short Sword,10000
2010900,Cold Short Sword,10000
2011000,Poison Short Sword,10013
2011100,Blood Short Sword,10013
2011200,Occult Short Sword,10013
2020000,Broadsword,10000
2020100,Heavy Broadsword,10000
2020200,Keen Broadsword,10000
2020300,Quality Broadsword,10000
2020400,Fire Broadsword,10005
2020500,Flame Art Broadsword,10000
2020600,Lightning Broadsword,10000
2020700,Sacred Broadsword,10000
2020800,Magic Broadsword,10000
2020900,Cold Broadsword,10000
2021000,Poison Broadsword,10013
2021100,Blood Broadsword,10013
2021200,Occult Broadsword,10013
2040000,Lordsworn's Straight Sword,10000
2040100,Lordsworn's Heavy Straight Sword,10000
2040200,Lordsworn's Keen Straight Sword,10000
2040300,Lordsworn's Quality Straight Sword,10000
2040400,Lordsworn's Fire Straight Sword,10005
2040500,Lordsworn's Flame Art Straight Sword,10000
2040600,Lordsworn's Lightning Straight Sword,10000
2040700,Lordsworn's Sacred Straight Sword,10000
2040800,Lordsworn's Magic Straight Sword,10000
2040900,Lordsworn's Cold Straight Sword,10000
2041000,Lordsworn's Poison Straight Sword,10013
2041100,Lordsworn's Blood Straight Sword,10013
2041200,Lordsworn's Occult Straight Sword,10013
2050000,Weathered Straight Sword,10000
2050100,Weathered Heavy Straight Sword,10000
2050200,Weathered Keen Straight Sword,10000
2050300,Weathered Quality Straight Sword,10000
2050400,Weathered Fire Straight Sword,10005
2050500,Weathered Flame Art Straight Sword,10000
2050600,Weathered Lightning Straight Sword,10000
2050700,Weathered Sacred Straight Sword,10000
2050800,Weathered Magic Straight Sword,10000
2050900,Weathered Cold Straight Sword,10000
2051000,Weathered Poison Straight Sword,10013
2051100,Weathered Blood Straight Sword,10013
2051200,Weathered Occult Straight Sword,10013
2060000,Ornamental Straight Sword,10000
2070000,Golden Epitaph,10000
2080000,Nox Flowing Sword,10000
2090000,Inseparable Sword,10000
2092000,,10000
2110000,Coded Sword,10000
2140000,Sword of Night and Flame,10000
2150000,Crystal Sword,10000
2180000,Carian Knight's Sword,10000
2190000,Sword of St. Trina,10000
2200000,Miquellan Knight's Sword,10000
2210000,Cane Sword,10000
2210100,Heavy Cane Sword,10000
2210200,Keen Cane Sword,10000
2210300,Quality Cane Sword,10000
2210400,Fire Cane Sword,10005
2210500,Flame Art Cane Sword,10000
2210600,Lightning Cane Sword,10000
2210700,Sacred Cane Sword,10000
2210800,Magic Cane Sword,10000
2210900,Cold Cane Sword,10000
2211000,Poison Cane Sword,10013
2211100,Blood Cane Sword,10013
2211200,Occult Cane Sword,10013
2220000,Regalia of Eochaid,10100
2230000,Noble's Slender Sword,10000
2230100,Noble's Heavy Slender Sword,10000
2230200,Noble's Keen Slender Sword,10000
2230300,Noble's Quality Slender Sword,10000
2230400,Noble's Fire Slender Sword,10005
2230500,Noble's Flame Art Slender Sword,10000
2230600,Noble's Lightning Slender Sword,10000
2230700,Noble's Sacred Slender Sword,10000
2230800,Noble's Magic Slender Sword,10000
2230900,Noble's Cold Slender Sword,10000
2231000,Noble's Poison Slender Sword,10013
2231100,Noble's Blood Slender Sword,10013
2231200,Noble's Occult Slender Sword,10013
2240000,Warhawk's Talon,10000
2240100,Warhawk's Heavy Talon,10000
2240200,Warhawk's Keen Talon,10000
2240300,Warhawk's Quality Talon,10000
2240400,Warhawk's Fire Talon,10005
2240500,Warhawk's Flame Art Talon,10000
2240600,Warhawk's Lightning Talon,10000
2240700,Warhawk's Sacred Talon,10000
2240800,Warhawk's Magic Talon,10000
2240900,Warhawk's Cold Talon,10000
2241000,Warhawk's Poison Talon,10013
2241100,Warhawk's Blood Talon,10013
2241200,Warhawk's Occult Talon,10013
2250000,Lazuli Glintstone Sword,10000
2260000,Rotten Crystal Sword,10000
3000000,Bastard Sword,10000
3000100,Heavy Bastard Sword,10000
3000200,Keen Bastard Sword,10000
3000300,Quality Bastard Sword,10000
3000400,Fire Bastard Sword,10005
3000500,Flame Art Bastard Sword,10000
3000600,Lightning Bastard Sword,10000
3000700,Sacred Bastard Sword,10000
3000800,Magic Bastard Sword,10000
3000900,Cold Bastard Sword,10000
3001000,Poison Bastard Sword,10013
3001100,Bloody Bastard Sword,10013
3001200,Occult Bastard Sword,10013
3010000,Forked Greatsword,10000
3010100,Heavy Forked Greatsword,10000
3010200,Keen Forked Greatsword,10000
3010300,Quality Forked Greatsword,10000
3010400,Fire Forked Greatsword,10005
3010500,Flame Art Forked Greatsword,10000
3010600,Lightning Forked Greatsword,10000
3010700,Sacred Forked Greatsword,10000
3010800,Magic Forked Greatsword,10000
3010900,Cold Forked Greatsword,10000
3011000,Poison Forked Greatsword,10013
3011100,Blood Forked Greatsword,10013
3011200,Occult Forked Greatsword,10013
3020000,Iron Greatsword,10000
3020100,Heavy Iron Greatsword,10000
3020200,Keen Iron Greatsword,10000
3020300,Quality Iron Greatsword,10000
3020400,Fire Iron Greatsword,10005
3020500,Flame Art Iron Greatsword,10000
3020600,Lightning Iron Greatsword,10000
3020700,Sacred Iron Greatsword,10000
3020800,Magic Iron Greatsword,10000
3020900,Cold Iron Greatsword,10000
3021000,Poison Iron Greatsword,10013
3021100,Blood Iron Greatsword,10013
3021200,Occult Iron Greatsword,10013
3030000,Lordsworn's Greatsword,10000
3030100,Lordsworn's Heavy Greatsword,10000
3030200,Lordsworn's Keen Greatsword,10000
3030300,Lordsworn's Quality Greatsword,10000
3030400,Lordsworn's Fire Greatsword,10005
3030500,Lordsworn's Flame Art Greatsword,10000
3030600,Lordsworn's Lightning Greatsword,10000
3030700,Lordsworn's Sacred Greatsword,10000
3030800,Lordsworn's Magic Greatsword,10000
3030900,Lordsworn's Cold Greatsword,10000
3031000,Lordsworn's Poison Greatsword,10013
3031100,Lordsworn's Blood Greatsword,10013
3031200,Lordsworn's Occult Greatsword,10013
3040000,Knight's Greatsword,10000
3040100,Knight's Heavy Greatsword,10000
3040200,Knight's Keen Greatsword,10000
3040300,Knight's Quality Greatsword,10000
3040400,Knight's Fire Greatsword,10005
3040500,Knight's Flame Art Greatsword,10000
3040600,Knight's Lightning Greatsword,10000
3040700,Knight's Sacred Greatsword,10000
3040800,Knight's Magic Greatsword,10000
3040900,Knight's Cold Greatsword,10000
3041000,Knight's Poison Greatsword,10013
3041100,Knight's Blood Greatsword,10013
3041200,Knight's Occult Greatsword,10013
3050000,Flamberge,10000
3050100,Heavy Flamberge,10000
3050200,Keen Flamberge,10000
3050300,Quality Flamberge,10000
3050400,Fire Flamberge,10005
3050500,Flame Art Flamberge,10000
3050600,Lightning Flamberge,10000
3050700,Sacred Flamberge,10000
3050800,Magic Flamberge,10000
3050900,Cold Flamberge,10000
3051000,Poison Flamberge,10013
3051100,Blood Flamberge,10013
3051200,Occult Flamberge,10013
3060000,Ordovis's Greatsword,10000
3070000,Alabaster Lord's Sword,10000
3080000,Banished Knight's Greatsword,10000
3080100,Banished Knight's Heavy Greatsword,10000
3080200,Banished Knight's Keen Greatsword,10000
3080300,Banished Knight's Quality Greatsword,10000
3080400,Banished Knight's Fire Greatsword,10005
3080500,Banished Knight's Flame Art Greatsword,10000
3080600,Banished Knight's Lightning Greatsword,10000
3080700,Banished Knight's Sacred Greatsword,10000
3080800,Banished Knight's Magic Greatsword,10000
3080900,Banished Knight's Cold Greatsword,10000
3081000,Banished Knight's Poison Greatsword,10013
3081100,Banished Knight's Blood Greatsword,10013
3081200,Banished Knight's Occult Greatsword,10013
3090000,Dark Moon Greatsword,10000
3100000,Sacred Relic Sword,10000
3130000,Helphen's Steeple,10000
3140000,Blasphemous Blade,10000
3150000,Marais Executioner's Sword,10100
3160000,Sword of Milos,10000
3170000,Golden Order Greatsword,10000
3180000,Claymore,10000
3180100,Heavy Claymore,10000
3180200,Keen Claymore,10000
3180300,Quality Claymore,10000
3180400,Fire Claymore,10005
3180500,Flame Art Claymore,10000
3180600,Lightning Claymore,10000
3180700,Sacred Claymore,10000
3180800,Magic Claymore,10000
3180900,Cold Claymore,10000
3181000,Poison Claymore,10013
3181100,Blood Claymore,10013
3181200,Occult Claymore,10013
3190000,Gargoyle's Greatsword,10000
3190100,Gargoyle's Heavy Greatsword,10000
3190200,Gargoyle's Keen Greatsword,10000
3190300,Gargoyle's Quality Greatsword,10000
3190400,Gargoyle's Fire Greatsword,10005
3190500,Gargoyle's Flame Art Greatsword,10000
3190600,Gargoyle's Lightning Greatsword,10000
3190700,Gargoyle's Sacred Greatsword,10000
3190800,Gargoyle's Magic Greatsword,10000
3190900,Gargoyle's Cold Greatsword,10000
3191000,Gargoyle's Poison Greatsword,10013
3191100,Gargoyle's Blood Greatsword,10013
3191200,Gargoyle's Occult Greatsword,10013
3200000,Death's Poker,10000
3210000,Gargoyle's Blackblade,10000
3220000,,10000
3900000,,10000
4000000,Greatsword,10000
4000100,Heavy Greatsword,10000
4000200,Keen Greatsword,10000
4000300,Quality Greatsword,10000
4000400,Fire Greatsword,10005
4000500,Flame Art Greatsword,10000
4000600,Lightning Greatsword,10000
4000700,Sacred Greatsword,10000
4000800,Magic Greatsword,10000
4000900,Cold Greatsword,10000
4001000,Poison Greatsword,10013
4001100,Blood Greatsword,10013
4001200,Occult Greatsword,10013
4010000,Watchdog's Greatsword,10000
4010100,Watchdog's Heavy Greatsword,10000
4010200,Watchdog's Keen Greatsword,10000
4010300,Watchdog's Quality Greatsword,10000
4010400,Watchdog's Fire Greatsword,10005
4010500,Watchdog's Flame Art Greatsword,10000
4010600,Watchdog's Lightning Greatsword,10000
4010700,Watchdog's Sacred Greatsword,10000
4010800,Watchdog's Magic Greatsword,10000
4010900,Watchdog's Cold Greatsword,10000
4011000,Watchdog's Poison Greatsword,10013
4011100,Watchdog's Blood Greatsword,10013
4011200,Watchdog's Occult Greatsword,10013
4020000,Maliketh's Black Blade,10000
4030000,Troll's Golden Sword,10000
4030100,Troll's Golden Heavy Sword,10000
4030200,Troll's Golden Keen Sword,10000
4030300,Troll's Golden Quality Sword,10000
4030400,Troll's Golden Fire Sword,10005
4030500,Troll's Golden Flame Art Sword,10000
4030600,Troll's Golden Lightning Sword,10000
4030700,Troll's Golden Sacred Sword,10000
4030800,Troll's Golden Magic Sword,10000
4030900,Troll's Golden Cold Sword,10000
4031000,Troll's Golden Poison Sword,10013
4031100,Troll's Golden Blood Sword,10013
4031200,Troll's Golden Occult Sword,10013
4040000,Zweihander,10000
4040100,Heavy Zweihander,10000
4040200,Keen Zweihander,10000
4040300,Quality Zweihander,10000
4040400,Fire Zweihander,10005
4040500,Flame Art Zweihander,10000
4040600,Lightning Zweihander,10000
4040700,Sacred Zweihander,10000
4040800,Magic Zweihander,10000
4040900,Cold Zweihander,10000
4041000,Poison Zweihander,10013
4041100,Blood Zweihander,10013
4041200,Occult Zweihander,10013
4050000,Starscourge Greatsword,10000
4060000,Royal Greatsword,10000
4070000,Godslayer's Greatsword,10000
4080000,Ruins Greatsword,10000
4100000,Grafted Blade Greatsword,10000
4110000,Troll Knight's Sword,10000
4900000,,10000
4910000,,10000
5000000,Estoc,10000
5000100,Heavy Estoc,10000
5000200,Keen Estoc,10000
5000300,Quality Estoc,10000
5000400,Fire Estoc,10005
5000500,Flame Art Estoc,10000
5000600,Lightning Estoc,10000
5000700,Sacred Estoc,10000
5000800,Magic Estoc,10000
5000900,Cold Estoc,10000
5001000,Poison Estoc,10013
5001100,Blood Estoc,10013
5001200,Occult Estoc,10013
5010000,Cleanrot Knight's Sword,10000
5010100,Cleanrot Knight's Heavy Sword,10000
5010200,Cleanrot Knight's Keen Sword,10000
5010300,Cleanrot Knight's Quality Sword,10000
5010400,Cleanrot Knight's Fire Sword,10005
5010500,Cleanrot Knight's Flame Art Sword,10000
5010600,Cleanrot Knight's Lightning Sword,10000
5010700,Cleanrot Knight's Sacred Sword,10000
5010800,Cleanrot Knight's Magic Sword,10000
5010900,Cleanrot Knight's Cold Sword,10000
5011000,Cleanrot Knight's Poison Sword,10013
5011100,Cleanrot Knight's Blood Sword,10013
5011200,Cleanrot Knight's Occult Sword,10013
5020000,Rapier,10000
5020100,Heavy Rapier,10000
5020200,Keen Rapier,10000
5020300,Quality Rapier,10000
5020400,Fire Rapier,10005
5020500,Flame Art Rapier,10000
5020600,Lightning Rapier,10000
5020700,Sacred Rapier,10000
5020800,Magic Rapier,10000
5020900,Cold Rapier,10000
5021000,Poison Rapier,10013
5021100,Blood Rapier,10013
5021200,Occult Rapier,10013
5030000,Rogier's Rapier,10000
5030100,Rogier's Heavy Rapier,10000
5030200,Rogier's Keen Rapier,10000
5030300,Rogier's Quality Rapier,10000
5030400,Rogier's Fire Rapier,10005
5030500,Rogier's Flame Art Rapier,10000
5030600,Rogier's Lightning Rapier,10000
5030700,Rogier's Sacred Rapier,10000
5030800,Rogier's Magic Rapier,10000
5030900,Rogier's Cold Rapier,10000
5031000,Rogier's Poison Rapier,10013
5031100,Rogier's Blood Rapier,10013
5031200,Rogier's Occult Rapier,10013
5040000,Antspur Rapier,10000
5040100,Heavy Antspur Rapier,10000
5040200,Keen Antspur Rapier,10000
5040300,Quality Antspur Rapier,10000
5040400,Fire Antspur Rapier,10005
5040500,Flame Art Antspur Rapier,10000
5040600,Lightning Antspur Rapier,10000
5040700,Sacred Antspur Rapier,10000
5040800,Magic Antspur Rapier,10000
5040900,Cold Antspur Rapier,10000
5041000,Poison Antspur Rapier,10013
5041100,Blood Antspur Rapier,10013
5041200,Occult Antspur Rapier,10013
5050000,Frozen Needle,10000
5060000,Noble's Estoc,10000
5060100,Noble's Heavy Estoc,10000
5060200,Noble's Keen Estoc,10000
5060300,Noble's Quality Estoc,10000
5060400,Noble's Fire Estoc,10005
5060500,Noble's Flame Art Estoc,10000
5060600,Noble's Lightning Estoc,10000
5060700,Noble's Sacred Estoc,10000
5060800,Noble's Magic Estoc,10000
5060900,Noble's Cold Estoc,10000
5061000,Noble's Poison Estoc,10013
5061100,Noble's Blood Estoc,10013
5061200,Noble's Occult Estoc,10013
6000000,Bloody Helice,10013
6010000,Godskin Stitcher,10000
6010100,Heavy Godskin Stitcher,10000
6010200,Keen Godskin Stitcher,10000
6010300,Quality Godskin Stitcher,10000
6010400,Fire Godskin Stitcher,10005
6010500,Flame Art Godskin Stitcher,10000
6010600,Lightning Godskin Stitcher,10000
6010700,Sacred Godskin Stitcher,10000
6010800,Magic Godskin Stitcher,10000
6010900,Cold Godskin Stitcher,10000
6011000,Poison Godskin Stitcher,10013
6011100,Blood Godskin Stitcher,10013
6011200,Occult Godskin Stitcher,10013
6020000,Great epee,10000
6020100,Heavy Great epee,10000
6020200,Keen Great epee,10000
6020300,Quality Great epee,10000
6020400,Fire Great epee,10005
6020500,Flame Art Great epee,10000
6020600,Lightning Great epee,10000
6020700,Sacred Great epee,10000
6020800,Magic Great epee,10000
6020900,Cold Great epee,10000
6021000,Poison Great epee,10013
6021100,Blood Great epee,10013
6021200,Occult Great epee,10013
6040000,Dragon King's Cragblade,10000
6900000,,10000
7000000,Falchion,10000
7000100,Heavy Falchion,10000
7000200,Keen Falchion,10000
7000300,Quality Falchion,10000
7000400,Fire Falchion,10005
7000500,Flame Art Falchion,10000
7000600,Lightning Falchion,10000
7000700,Sacred Falchion,10000
7000800,Magic Falchion,10000
7000900,Cold Falchion,10000
7001000,Poison Falchion,10013
7001100,Blood Falchion,10013
7001200,Occult Falchion,10013
7010000,Beastman's Curved Sword,10000
7010100,Beastman's Heavy Curved Sword,10000
7010200,Beastman's Keen Curved Sword,10000
7010300,Beastman's Quality Curved Sword,10000
7010400,Beastman's Fire Curved Sword,10005
7010500,Beastman's Flame Art Curved Sword,10000
7010600,Beastman's Lightning Curved Sword,10000
7010700,Beastman's Sacred Curved Sword,10000
7010800,Beastman's Magic Curved Sword,10000
7010900,Beastman's Cold Curved Sword,10000
7011000,Beastman's Poison Curved Sword,10013
7011100,Beastman's Blood Curved Sword,10013
7011200,Beastman's Occult Curved Sword,10013
7020000,Shotel,10000
7020100,Heavy Shotel,10000
7020200,Keen Shotel,10000
7020300,Quality Shotel,10000
7020400,Fire Shotel,10005
7020500,Flame Art Shotel,10000
7020600,Lightning Shotel,10000
7020700,Sacred Shotel,10000
7020800,Magic Shotel,10000
7020900,Cold Shotel,10000
7021000,Poison Shotel,10013
7021100,Blood Shotel,10013
7021200,Occult Shotel,10013
7030000,Shamshir,10000
7030100,Heavy Shamshir,10000
7030200,Keen Shamshir,10000
7030300,Quality Shamshir,10000
7030400,Fire Shamshir,10005
7030500,Flame Art Shamshir,10000
7030600,Lightning Shamshir,10000
7030700,Sacred Shamshir,10000
7030800,Magic Shamshir,10000
7030900,Cold Shamshir,10000
7031000,Poison Shamshir,10013
7031100,Blood Shamshir,10013
7031200,Occult Shamshir,10013
7040000,Bandit's Curved Sword,10000
7040100,Bandit's Heavy Curved Sword,10000
7040200,Bandit's Keen Curved Sword,10000
7040300,Bandit's Quality Curved Sword,10000
7040400,Bandit's Fire Curved Sword,10005
7040500,Bandit's Flame Art Curved Sword,10000
7040600,Bandit's Lightning Curved Sword,10000
7040700,Bandit's Sacred Curved Sword,10000
7040800,Bandit's Magic Curved Sword,10000
7040900,Bandit's Cold Curved Sword,10000
7041000,Bandit's Poison Curved Sword,10013
7041100,Bandit's Blood Curved Sword,10013
7041200,Bandit's Occult Curved Sword,10013
7050000,Magma Blade,10000
7060000,Flowing Curved Sword,10000
7060100,Flowing Heavy Curved Sword,10000
7060200,Flowing Keen Curved Sword,10000
7060300,Flowing Quality Curved Sword,10000
7060400,Flowing Fire Curved Sword,10005
7060500,Flowing Flame Art Curved Sword,10000
7060600,Flowing Lightning Curved Sword,10000
7060700,Flowing Sacred Curved Sword,10000
7060800,Flowing Magic Curved Sword,10000
7060900,Flowing Cold Curved Sword,10000
7061000,Flowing Poison Curved Sword,10013
7061100,Flowing Blood Curved Sword,10013
7061200,Flowing Occult Curved Sword,10013
7070000,Wing of Astel,10000
7080000,Scavenger's Curved Sword,10000
7080100,Scavenger's Heavy Curved Sword,10000
7080200,Scavenger's Keen Curved Sword,10000
7080300,Scavenger's Quality Curved Sword,10000
7080400,Scavenger's Fire Curved Sword,10005
7080500,Scavenger's Flame Art Curved Sword,10000
7080600,Scavenger's Lightning Curved Sword,10000
7080700,Scavenger's Sacred Curved Sword,10000
7080800,Scavenger's Magic Curved Sword,10000
7080900,Scavenger's Cold Curved Sword,10000
7081000,Scavenger's Poison Curved Sword,10013
7081100,Scavenger's Blood Curved Sword,10013
7081200,Scavenger's Occult Curved Sword,10013
7100000,Eclipse Shotel,10000
7110000,Serpent-God's Curved Sword,10000
7110100,Serpent-God's Heavy Curved Sword,10000
7110200,Serpent-God's Keen Curved Sword,10000
7110300,Serpent-God's Quality Curved Sword,10000
7110400,Serpent-God's Fire Curved Sword,10005
7110500,Serpent-God's Flame Art Curved Sword,10000
7110600,Serpent-God's Lightning Curved Sword,10000
7110700,Serpent-God's Sacred Curved Sword,10000
7110800,Serpent-God's Magic Curved Sword,10000
7110900,Serpent-God's Cold Curved Sword,10000
7111000,Serpent-God's Poison Curved Sword,10013
7111100,Serpent-God's Blood Curved Sword,10013
7111200,Serpent-God's Occult Curved Sword,10013
7120000,Mantis Blade,10000
7120100,Heavy Mantis Blade,10000
7120200,Keen Mantis Blade,10000
7120300,Quality Mantis Blade,10000
7120400,Fire Mantis Blade,10005
7120500,Flame Art Mantis Blade,10000
7120600,Lightning Mantis Blade,10000
7120700,Sacred Mantis Blade,10000
7120800,Magic Mantis Blade,10000
7120900,Cold Mantis Blade,10000
7121000,Poison Mantis Blade,10013
7121100,Blood Mantis Blade,10013
7121200,Occult Mantis Blade,10013
7140000,Scimitar,10000
7140100,Heavy Scimitar,10000
7140200,Keen Scimitar,10000
7140300,Quality Scimitar,10000
7140400,Fire Scimitar,10005
7140500,Flame Art Scimitar,10000
7140600,Lightning Scimitar,10000
7140700,Sacred Scimitar,10000
7140800,Magic Scimitar,10000
7140900,Cold Scimitar,10000
7141000,Poison Scimitar,10013
7141100,Bloody Scimitar,10013
7141200,Occult Scimitar,10013
7150000,Grossmesser,10000
7150100,Heavy Grossmesser,10000
7150200,Keen Grossmesser,10000
7150300,Quality Grossmesser,10000
7150400,Fire Grossmesser,10005
7150500,Flame Art Grossmesser,10000
7150600,Lightning Grossmesser,10000
7150700,Sacred Grossmesser,10000
7150800,Magic Grossmesser,10000
7150900,Cold Grossmesser,10000
7151000,Poison Grossmesser,10013
7151100,Blood Grossmesser,10013
7151200,Occult Grossmesser,10013
8010000,Onyx Lord's Greatsword,10000
8020000,Dismounter,10000
8020100,Heavy Dismounter,10000
8020200,Keen Dismounter,10000
8020300,Quality Dismounter,10000
8020400,Fire Dismounter,10005
8020500,Flame Art Dismounter,10000
8020600,Lightning Dismounter,10000
8020700,Sacred Dismounter,10000
8020800,Magic Dismounter,10000
8020900,Cold Dismounter,10000
8021000,Poison Dismounter,10013
8021100,Blood Dismounter,10013
8021200,Occult Dismounter,10013
8030000,Bloodhound's Fang,10000
8040000,Magma Wyrm's Scalesword,10000
